tweetid,sentiment
592714,0.0
788130,0.0
283215,1.0
463455,2.0
84395,2.0
111750,1.0
930512,2.0
582792,1.0
172215,1.0
856082,0.0
788739,0.0
509947,2.0
407486,0.0
93916,0.0
49777,0.0
794018,1.0
448173,0.0
461282,1.0
44346,0.0
505510,0.0
782839,2.0
104045,0.0
568580,1.0
758553,2.0
53400,1.0
441214,1.0
953386,2.0
143711,1.0
120075,1.0
215972,0.0
439116,1.0
186431,2.0
593449,0.0
607278,1.0
582945,0.0
922510,0.0
767792,1.0
795952,0.0
944860,1.0
444063,1.0
865922,0.0
752668,1.0
977914,2.0
252208,1.0
772954,0.0
254837,1.0
237616,0.0
371131,0.0
343754,2.0
449316,1.0
185570,0.0
47008,2.0
19133,2.0
375376,0.0
578099,0.0
763558,0.0
162367,0.0
690491,0.0
698617,0.0
620254,0.0
217118,1.0
232363,0.0
816170,0.0
449825,0.0
672636,0.0
179091,0.0
231038,0.0
291804,2.0
710495,0.0
553086,0.0
323962,1.0
581600,1.0
704427,1.0
438734,0.0
209379,0.0
415615,2.0
284806,2.0
310499,0.0
346116,2.0
771257,1.0
129670,0.0
532461,1.0
847765,1.0
541807,0.0
151102,1.0
301061,1.0
920481,0.0
223008,1.0
804457,0.0
577544,0.0
724299,0.0
615253,1.0
414925,2.0
905949,0.0
633508,1.0
270235,0.0
560973,0.0
337725,0.0
307063,2.0
248899,1.0
693471,1.0
32083,1.0
581827,0.0
447640,0.0
862171,0.0
263238,2.0
177423,0.0
556777,1.0
814230,0.0
34166,0.0
355856,0.0
961882,1.0
762704,0.0
602494,0.0
34702,0.0
715552,0.0
355679,0.0
854686,0.0
171389,0.0
820375,1.0
752605,1.0
923279,1.0
150302,0.0
444048,0.0
772347,1.0
707363,1.0
43036,0.0
31741,0.0
902354,2.0
732442,0.0
691266,2.0
115042,0.0
522188,0.0
815935,0.0
621337,0.0
933944,1.0
545889,0.0
639168,0.0
655821,0.0
217577,1.0
988338,2.0
310934,0.0
384173,1.0
850427,0.0
614699,0.0
146362,1.0
58112,0.0
466658,1.0
798525,0.0
569963,0.0
434900,1.0
51794,0.0
373733,0.0
78426,0.0
591624,0.0
376278,1.0
881145,0.0
423932,1.0
154517,1.0
809256,0.0
592760,1.0
326267,0.0
557614,0.0
657699,1.0
792471,2.0
687325,0.0
184414,-1.0
160393,0.0
846792,1.0
615738,-1.0
988164,-1.0
487047,2.0
469101,-1.0
804088,1.0
981726,0.0
661325,0.0
395935,0.0
404054,2.0
336290,-1.0
458596,1.0
721106,0.0
837210,0.0
370613,0.0
123115,1.0
306643,1.0
666144,0.0
108718,0.0
319332,0.0
579193,1.0
358166,0.0
141738,2.0
260609,0.0
581967,1.0
132595,0.0
488092,2.0
392202,0.0
315476,1.0
205530,1.0
659291,2.0
436218,1.0
90685,0.0
142415,2.0
24934,1.0
409382,1.0
920431,0.0
796763,0.0
845251,0.0
388243,1.0
604797,2.0
152641,2.0
248936,1.0
938144,2.0
424611,1.0
329124,0.0
665784,1.0
640825,1.0
163428,1.0
556966,1.0
462236,1.0
940585,2.0
836959,1.0
203375,0.0
254557,1.0
980954,2.0
24797,1.0
281199,0.0
574766,0.0
887404,0.0
291525,1.0
649648,0.0
753473,1.0
305074,2.0
328063,-1.0
567452,0.0
195871,2.0
540520,0.0
875626,0.0
672918,1.0
17142,0.0
644643,1.0
558196,2.0
718420,0.0
941514,1.0
142228,1.0
114046,0.0
201727,1.0
432369,2.0
387738,0.0
199691,0.0
180304,0.0
673181,-1.0
146042,2.0
558321,1.0
486158,0.0
656852,0.0
746973,0.0
443873,0.0
946854,2.0
206666,1.0
329798,1.0
494754,2.0
964787,0.0
992585,0.0
626550,1.0
338140,0.0
86710,0.0
880166,1.0
461185,0.0
840127,0.0
909823,0.0
347835,0.0
41851,0.0
429019,1.0
822696,2.0
398282,0.0
939362,1.0
44160,0.0
193712,2.0
628281,0.0
489292,1.0
616565,1.0
347410,2.0
17963,1.0
76228,0.0
601837,1.0
569634,0.0
57381,1.0
120440,1.0
34596,1.0
28256,0.0
499154,0.0
352917,0.0
642374,1.0
597069,0.0
830957,2.0
317312,1.0
827075,0.0
588394,0.0
706639,0.0
182537,1.0
16854,0.0
443398,0.0
434602,0.0
554528,1.0
30214,0.0
171137,0.0
875060,2.0
961114,0.0
246680,1.0
244205,0.0
552594,0.0
726305,1.0
354750,1.0
71830,1.0
345645,1.0
212044,1.0
200267,1.0
942846,0.0
174493,0.0
333002,0.0
146187,2.0
793908,0.0
496143,1.0
966647,0.0
323,0.0
803875,0.0
402047,0.0
534219,0.0
703000,2.0
671584,0.0
559320,1.0
188050,1.0
887516,2.0
645866,2.0
466328,0.0
415728,0.0
503003,0.0
298164,0.0
633000,1.0
512067,0.0
235641,0.0
343381,2.0
733240,1.0
136832,0.0
389026,1.0
852347,0.0
25002,1.0
294027,1.0
648266,0.0
810469,0.0
224435,1.0
952397,1.0
12004,1.0
185013,1.0
486832,0.0
86045,0.0
133514,1.0
799864,0.0
781356,0.0
866735,0.0
788791,1.0
907298,0.0
930620,0.0
580848,1.0
438124,1.0
400009,0.0
956741,0.0
748695,0.0
831576,2.0
683218,0.0
531715,0.0
555874,0.0
672398,0.0
293081,2.0
506419,1.0
776853,1.0
857439,0.0
860763,1.0
169809,0.0
410150,0.0
776743,0.0
830459,1.0
612043,2.0
247011,0.0
404518,0.0
997644,1.0
111741,0.0
921727,2.0
921922,1.0
349946,0.0
632649,2.0
10315,1.0
448017,2.0
561814,0.0
88851,0.0
317861,1.0
419424,0.0
185650,0.0
931895,0.0
893553,1.0
159886,0.0
48509,1.0
697646,2.0
260134,0.0
958366,1.0
497671,0.0
890683,0.0
219061,1.0
50736,0.0
742031,0.0
431195,0.0
159717,2.0
641424,2.0
423512,0.0
229137,0.0
798844,1.0
693406,0.0
371036,0.0
211835,0.0
757133,0.0
937342,1.0
977747,1.0
333823,1.0
669775,0.0
260295,2.0
677043,1.0
477036,1.0
194820,0.0
833593,1.0
737103,0.0
838487,1.0
14362,1.0
433532,1.0
375715,0.0
274541,0.0
115978,1.0
905000,2.0
343053,1.0
168437,1.0
794305,0.0
149132,1.0
255482,0.0
786652,0.0
18795,0.0
261144,2.0
2575,0.0
477704,0.0
645226,0.0
613988,0.0
141972,0.0
863542,0.0
922667,0.0
419431,0.0
960388,0.0
853322,2.0
622813,1.0
785330,1.0
810188,0.0
53815,0.0
818404,0.0
747464,0.0
754308,0.0
128943,1.0
996229,2.0
964585,1.0
959469,0.0
354761,0.0
102989,0.0
67926,0.0
122021,0.0
549342,2.0
446441,0.0
196355,0.0
589487,0.0
70611,2.0
683684,0.0
978725,2.0
13287,0.0
809747,1.0
838185,1.0
647188,0.0
616174,2.0
754798,2.0
620739,2.0
644772,0.0
96841,1.0
818549,2.0
24845,1.0
397713,0.0
924727,0.0
164077,0.0
442722,1.0
583077,1.0
840571,0.0
415337,1.0
148578,1.0
239214,0.0
521908,0.0
947679,0.0
227844,1.0
701507,1.0
617736,1.0
509196,0.0
585430,0.0
839425,0.0
414230,0.0
916592,2.0
705572,0.0
282147,1.0
201741,0.0
464689,2.0
506099,0.0
315331,0.0
258435,0.0
910541,0.0
394712,1.0
424092,1.0
204080,0.0
744870,1.0
644004,0.0
107636,1.0
661174,0.0
19909,0.0
927163,0.0
358829,0.0
186937,0.0
98072,1.0
43449,0.0
996972,1.0
365705,1.0
27742,1.0
165638,0.0
419439,0.0
254018,0.0
980316,1.0
849752,0.0
601238,0.0
763081,0.0
767129,0.0
292040,0.0
800470,0.0
408830,0.0
902403,0.0
495974,1.0
97966,0.0
612358,1.0
601862,0.0
484009,2.0
24147,1.0
545781,1.0
404273,1.0
459068,0.0
706804,0.0
570687,0.0
611072,0.0
985616,1.0
164701,0.0
599031,0.0
291016,2.0
871590,0.0
375923,1.0
625713,0.0
544267,0.0
597520,0.0
201908,0.0
779450,2.0
41388,2.0
324210,0.0
527518,1.0
995095,2.0
68508,0.0
645526,2.0
803925,0.0
310865,2.0
243590,0.0
739831,1.0
838039,1.0
93918,0.0
115526,1.0
164262,0.0
727311,0.0
735220,1.0
468210,0.0
689122,1.0
53596,2.0
799186,1.0
101084,0.0
30439,0.0
810252,1.0
821303,0.0
292964,2.0
302407,0.0
271892,0.0
732321,0.0
447410,0.0
803265,1.0
196513,1.0
365268,1.0
202213,0.0
325954,1.0
969878,1.0
626863,1.0
549662,0.0
583897,0.0
81079,0.0
74615,0.0
390771,0.0
921683,1.0
260545,0.0
746062,2.0
523766,0.0
369387,1.0
387902,0.0
407975,0.0
843647,0.0
668518,2.0
259924,1.0
823007,0.0
133194,1.0
999383,1.0
844853,2.0
811166,0.0
700248,0.0
312802,0.0
703577,1.0
842529,0.0
133240,1.0
637996,0.0
242561,1.0
970006,0.0
651603,1.0
339673,0.0
675644,1.0
793976,1.0
162961,1.0
469570,1.0
681176,0.0
887401,0.0
891406,1.0
751950,0.0
965377,0.0
773946,0.0
84122,1.0
845066,0.0
389748,0.0
837821,0.0
967629,2.0
864765,1.0
266087,0.0
41710,2.0
112134,0.0
513080,1.0
452254,0.0
564272,0.0
876098,0.0
273845,1.0
343129,0.0
622330,2.0
296515,2.0
199651,1.0
265010,0.0
124863,2.0
619557,0.0
500287,1.0
366450,1.0
626887,1.0
426254,0.0
535685,0.0
617761,0.0
616786,0.0
863271,2.0
516407,0.0
148449,2.0
849472,0.0
665945,0.0
479060,0.0
736724,0.0
288008,1.0
638394,0.0
779022,1.0
951766,1.0
535506,0.0
202738,-1.0
863224,1.0
870370,1.0
721194,1.0
981141,2.0
252336,1.0
77169,0.0
68528,2.0
38903,1.0
256464,0.0
11425,0.0
898966,0.0
860813,0.0
873715,0.0
81184,0.0
106630,0.0
203802,1.0
904553,0.0
793878,0.0
727291,0.0
659013,0.0
170414,0.0
545030,2.0
935399,1.0
720843,0.0
24407,2.0
368110,1.0
503818,2.0
556178,1.0
905326,1.0
337724,1.0
69700,0.0
114542,1.0
160079,0.0
903579,2.0
646349,0.0
161942,1.0
598614,0.0
663644,1.0
329622,1.0
263883,2.0
296398,2.0
566777,1.0
158516,1.0
764934,1.0
404621,0.0
803119,1.0
610999,0.0
737690,0.0
312628,0.0
712615,0.0
188749,0.0
814343,2.0
988637,0.0
880191,1.0
280042,0.0
630479,0.0
46849,2.0
667139,1.0
445425,0.0
136052,0.0
811010,1.0
170283,0.0
900662,0.0
493441,0.0
94212,0.0
753640,2.0
312169,2.0
202533,1.0
102614,1.0
619990,0.0
86350,-1.0
63121,0.0
121852,0.0
600352,0.0
124929,2.0
75897,0.0
574497,-1.0
24804,0.0
596222,0.0
906004,0.0
539619,1.0
110125,0.0
448051,0.0
790726,0.0
822650,0.0
381243,0.0
730979,1.0
936649,1.0
587095,0.0
612202,1.0
429050,0.0
700694,0.0
851416,0.0
547091,2.0
51713,0.0
125090,1.0
81094,1.0
46987,0.0
10385,1.0
660879,0.0
815867,2.0
182651,1.0
13152,0.0
612985,0.0
668026,1.0
286216,2.0
872878,2.0
346203,0.0
717045,0.0
118481,1.0
67795,0.0
965112,0.0
942456,2.0
49607,1.0
336321,0.0
220175,0.0
218973,0.0
458027,0.0
932536,1.0
239165,1.0
473283,0.0
10468,0.0
965411,0.0
733655,1.0
383468,0.0
796762,1.0
184596,2.0
327092,1.0
158124,0.0
998269,2.0
332356,0.0
495084,-1.0
610404,0.0
478417,0.0
599073,1.0
476278,0.0
433925,1.0
184487,0.0
899620,0.0
237593,0.0
637818,1.0
487541,2.0
323186,0.0
767342,0.0
897943,1.0
893076,2.0
227111,0.0
484479,1.0
142536,0.0
511856,0.0
486621,1.0
793118,2.0
350625,0.0
875997,0.0
520873,0.0
980231,1.0
486454,1.0
790783,0.0
119066,0.0
795590,0.0
703949,1.0
226753,2.0
497219,0.0
133965,2.0
108181,0.0
574156,0.0
510374,1.0
547861,1.0
154116,0.0
445954,1.0
997533,1.0
624946,0.0
463357,0.0
912071,2.0
789575,1.0
733504,1.0
921494,0.0
182771,2.0
577188,1.0
77565,1.0
13576,0.0
850213,0.0
233403,1.0
158376,0.0
42715,0.0
125277,0.0
794752,0.0
738883,0.0
646317,0.0
908688,1.0
767328,0.0
771691,0.0
259880,0.0
825122,1.0
884467,0.0
787682,1.0
609778,0.0
737682,0.0
908388,1.0
424425,0.0
323128,2.0
628679,0.0
678862,0.0
838507,0.0
205713,0.0
681150,0.0
7572,1.0
941573,2.0
274509,1.0
684872,1.0
370024,1.0
291351,0.0
155280,1.0
493518,1.0
955736,-1.0
475150,2.0
814784,0.0
934550,1.0
236229,1.0
868776,2.0
724046,0.0
948949,1.0
383876,1.0
131974,0.0
986064,1.0
428108,0.0
926841,1.0
494582,0.0
781163,1.0
92910,0.0
486,0.0
491939,1.0
53227,0.0
800250,0.0
253165,2.0
31100,1.0
457211,0.0
164443,1.0
646128,0.0
26297,0.0
641969,0.0
593800,2.0
256579,0.0
805014,2.0
418189,0.0
640885,-1.0
497723,0.0
627483,0.0
654700,2.0
237079,0.0
432087,2.0
572031,0.0
962862,2.0
73015,0.0
308754,1.0
686614,0.0
620529,1.0
342626,0.0
875135,1.0
135651,0.0
566883,0.0
708737,0.0
771565,0.0
146085,0.0
713094,0.0
540959,0.0
824998,2.0
387636,0.0
6977,0.0
581176,0.0
272574,1.0
312899,0.0
405772,0.0
423226,0.0
15617,2.0
73801,1.0
581076,0.0
763519,0.0
916909,1.0
646077,1.0
551261,0.0
182472,2.0
180047,0.0
986479,2.0
238659,1.0
76266,0.0
98479,1.0
177204,0.0
298152,1.0
328729,0.0
297260,0.0
567264,1.0
329437,0.0
985621,1.0
789426,2.0
246326,0.0
933736,1.0
378617,1.0
254499,0.0
174922,0.0
312720,1.0
568863,1.0
903966,0.0
730989,0.0
191303,1.0
261053,0.0
179969,0.0
411209,0.0
293338,1.0
224041,0.0
627912,0.0
763334,0.0
769155,0.0
93337,0.0
802385,0.0
42183,0.0
407596,0.0
368054,1.0
618952,1.0
648741,1.0
877147,-1.0
996306,2.0
154289,1.0
333682,0.0
746454,2.0
504683,0.0
455348,1.0
744762,1.0
153848,1.0
429721,0.0
460217,1.0
622753,0.0
925836,0.0
140313,1.0
498154,1.0
848278,1.0
694120,0.0
614569,0.0
511015,2.0
56117,1.0
97915,0.0
684968,1.0
290122,0.0
896238,1.0
105501,0.0
155182,1.0
243396,2.0
425069,1.0
3804,0.0
92161,2.0
360732,1.0
850932,2.0
20149,0.0
695895,1.0
972635,0.0
986282,1.0
568549,1.0
434652,1.0
507521,0.0
263473,1.0
267646,0.0
149939,0.0
274077,1.0
776304,0.0
370879,0.0
404861,1.0
204227,0.0
819486,0.0
142966,1.0
818701,1.0
274044,2.0
665722,0.0
421305,1.0
704236,0.0
349774,1.0
635513,0.0
652424,1.0
146233,0.0
676332,0.0
696485,-1.0
474898,1.0
939207,0.0
135234,0.0
4494,0.0
678001,2.0
505970,1.0
656254,2.0
552023,0.0
561933,1.0
885448,2.0
284977,0.0
455946,0.0
891808,0.0
349787,0.0
598581,0.0
327527,1.0
631112,2.0
780626,0.0
617439,1.0
778454,1.0
411141,0.0
694508,1.0
451340,0.0
200823,1.0
252827,0.0
997245,-1.0
593241,0.0
150780,0.0
701541,-1.0
342006,1.0
182752,0.0
597528,1.0
979212,2.0
730965,1.0
705732,2.0
852885,1.0
567968,0.0
58159,-1.0
485485,0.0
270505,0.0
221568,0.0
261639,0.0
493242,1.0
988625,0.0
127890,0.0
582873,0.0
596848,0.0
653100,0.0
681574,1.0
228139,0.0
121922,0.0
941781,1.0
169175,1.0
253167,2.0
715413,0.0
15656,2.0
825086,1.0
207315,2.0
823519,0.0
369940,-1.0
359076,0.0
802295,1.0
44252,0.0
230042,1.0
663144,0.0
235342,0.0
948529,1.0
649033,0.0
622688,1.0
500735,0.0
295382,-1.0
982200,2.0
349178,1.0
395381,2.0
544107,1.0
538241,1.0
591984,1.0
45181,0.0
708342,1.0
950412,0.0
118586,1.0
833509,2.0
694880,0.0
501069,1.0
537327,0.0
736909,0.0
777838,2.0
14607,0.0
198247,0.0
532727,0.0
971954,1.0
506983,2.0
740265,0.0
628974,1.0
273978,0.0
890446,1.0
555626,0.0
266376,0.0
555259,0.0
605751,0.0
642647,0.0
8695,1.0
288654,1.0
420856,1.0
822637,0.0
495623,0.0
444782,0.0
598329,0.0
581704,1.0
274996,0.0
185975,0.0
6500,0.0
4922,1.0
314724,1.0
864689,0.0
890303,0.0
298217,1.0
58759,1.0
665061,2.0
711365,0.0
53886,0.0
639109,0.0
955199,0.0
56403,0.0
986454,0.0
725929,0.0
308560,0.0
63259,0.0
893580,0.0
910594,0.0
635622,2.0
332270,1.0
230361,0.0
970928,0.0
987005,2.0
599243,2.0
415291,2.0
353090,-1.0
571695,2.0
442038,1.0
766968,1.0
572932,0.0
770249,1.0
380515,0.0
308454,2.0
870967,1.0
35630,2.0
809561,0.0
51932,0.0
937854,1.0
845936,1.0
48136,1.0
337375,1.0
129260,0.0
651061,2.0
949433,0.0
38474,1.0
780400,0.0
900148,1.0
717361,1.0
315768,0.0
1094,1.0
371575,1.0
334703,-1.0
347301,1.0
333023,2.0
760539,0.0
986393,0.0
113410,1.0
533841,0.0
646375,0.0
208765,0.0
874552,0.0
581056,1.0
564133,0.0
238576,1.0
771517,0.0
569298,1.0
362439,0.0
313524,1.0
453646,0.0
267618,1.0
552103,0.0
922833,1.0
161548,0.0
547728,0.0
882173,0.0
196745,0.0
329376,0.0
561279,0.0
152362,2.0
577289,1.0
569331,1.0
797033,0.0
697697,0.0
705751,1.0
780961,1.0
607260,0.0
56078,0.0
233570,1.0
900516,1.0
526766,-1.0
950781,2.0
445119,0.0
299523,0.0
700364,0.0
638191,0.0
746929,1.0
585971,1.0
568079,1.0
102283,0.0
154483,0.0
870534,0.0
367520,0.0
483579,1.0
846473,1.0
863386,0.0
448491,1.0
879144,0.0
661533,0.0
778544,1.0
26334,1.0
568606,0.0
694622,0.0
176767,2.0
787826,1.0
765977,0.0
79002,2.0
628012,1.0
468570,0.0
989146,2.0
458415,1.0
677605,1.0
896052,0.0
689114,0.0
743964,0.0
562549,1.0
609521,0.0
769546,0.0
936010,2.0
28321,0.0
907350,1.0
15176,2.0
619727,0.0
755696,0.0
659339,0.0
868242,0.0
878577,0.0
27645,0.0
94375,1.0
96253,1.0
106662,0.0
927688,0.0
174681,0.0
5808,1.0
562069,0.0
697588,1.0
323681,0.0
767676,0.0
23872,0.0
901914,0.0
940000,1.0
152867,0.0
174045,0.0
952247,0.0
420045,0.0
219993,0.0
384450,2.0
284022,2.0
281768,0.0
969999,1.0
692396,0.0
566712,1.0
397080,0.0
400965,1.0
553873,0.0
314655,0.0
210043,2.0
66392,0.0
888438,2.0
42015,0.0
155936,1.0
456964,2.0
100619,0.0
165244,0.0
918091,1.0
225368,0.0
809620,0.0
543287,0.0
858075,0.0
342041,0.0
501333,1.0
688842,2.0
259862,0.0
844239,1.0
939482,0.0
851282,1.0
782419,0.0
156502,2.0
411451,2.0
778098,1.0
748621,0.0
991104,-1.0
429100,0.0
242868,1.0
383918,0.0
665976,0.0
464303,0.0
136987,0.0
210063,2.0
931052,0.0
726315,0.0
430258,0.0
366927,1.0
303238,0.0
485960,0.0
300485,0.0
486143,0.0
487258,0.0
86791,0.0
483979,1.0
557002,2.0
651130,1.0
240130,0.0
854919,0.0
126330,0.0
959514,0.0
669369,0.0
906463,2.0
251017,1.0
17936,2.0
275097,0.0
973737,0.0
398175,-1.0
549419,0.0
830932,2.0
62153,1.0
836743,-1.0
688979,0.0
467710,1.0
786829,0.0
475922,0.0
756330,1.0
129546,0.0
283112,1.0
177141,1.0
27227,0.0
991302,1.0
769041,1.0
982553,1.0
882621,2.0
953530,0.0
834944,1.0
561470,0.0
384297,1.0
521834,0.0
878776,0.0
800561,1.0
332192,0.0
626665,1.0
720978,0.0
471603,0.0
840316,0.0
270413,1.0
666499,1.0
934904,0.0
750005,0.0
370595,0.0
93511,1.0
389325,-1.0
285464,-1.0
537960,0.0
523402,0.0
453346,1.0
286755,2.0
735544,0.0
737829,0.0
866869,0.0
887135,0.0
539693,0.0
912791,0.0
32937,-1.0
607228,0.0
678005,1.0
547998,-1.0
111384,1.0
135862,0.0
585961,0.0
851295,0.0
876430,0.0
161949,2.0
265741,0.0
469560,0.0
625147,0.0
843557,1.0
246532,-1.0
397532,0.0
363915,1.0
535584,1.0
195696,1.0
432742,1.0
45471,0.0
147931,1.0
351920,0.0
728240,2.0
15379,0.0
138964,0.0
406562,0.0
673979,1.0
6599,1.0
3316,0.0
963207,-1.0
292792,1.0
715826,1.0
901330,0.0
658591,1.0
700745,1.0
684686,1.0
585044,0.0
72912,0.0
292080,1.0
775106,0.0
429183,0.0
79809,2.0
710041,0.0
359322,1.0
558178,1.0
883974,0.0
796425,0.0
792125,0.0
603149,2.0
412743,0.0
899120,1.0
77176,0.0
48054,0.0
744133,1.0
792380,1.0
450463,0.0
923478,0.0
825217,1.0
92054,0.0
455204,0.0
166549,1.0
864815,0.0
736961,0.0
495799,0.0
988766,1.0
440864,0.0
7273,0.0
114016,0.0
713565,1.0
713129,2.0
681654,1.0
633587,1.0
489731,0.0
71236,0.0
954902,0.0
608676,0.0
841621,0.0
938387,2.0
96791,0.0
336255,0.0
654234,1.0
568095,0.0
297199,1.0
63520,1.0
146672,1.0
156613,2.0
209688,1.0
233240,0.0
635250,0.0
818370,1.0
250804,0.0
472432,0.0
526619,0.0
932140,0.0
678223,1.0
499800,0.0
94093,1.0
975989,1.0
546488,0.0
823328,1.0
83230,2.0
613657,0.0
465639,1.0
37735,0.0
508126,2.0
338723,-1.0
216769,0.0
924616,0.0
128444,0.0
781378,1.0
161766,1.0
629937,0.0
448114,0.0
337455,0.0
928110,0.0
348665,0.0
925085,0.0
350345,0.0
255901,0.0
798119,0.0
649555,1.0
678457,1.0
127945,0.0
306053,1.0
429997,0.0
84686,0.0
178031,2.0
433817,2.0
727081,2.0
92555,0.0
736073,1.0
684291,0.0
208436,0.0
631966,2.0
632170,1.0
552169,0.0
700411,1.0
398682,0.0
864408,2.0
791122,1.0
311939,0.0
212992,0.0
439770,0.0
888670,1.0
246648,2.0
52909,2.0
185340,1.0
954861,1.0
312141,2.0
779676,0.0
501230,0.0
655913,0.0
869690,0.0
692291,0.0
7733,1.0
323305,0.0
522534,0.0
255257,0.0
342294,0.0
336712,2.0
847143,0.0
958883,0.0
32011,2.0
645444,0.0
591370,1.0
921487,1.0
213184,0.0
191035,0.0
486019,1.0
967576,0.0
485397,0.0
274091,1.0
971373,0.0
80530,0.0
441388,-1.0
219687,1.0
589095,0.0
717337,0.0
309919,-1.0
624761,0.0
538959,0.0
933506,2.0
255735,0.0
960885,2.0
547227,0.0
955114,1.0
490235,1.0
30625,-1.0
344466,1.0
352351,1.0
91361,0.0
644448,1.0
321910,1.0
294122,0.0
502744,2.0
450547,0.0
952430,0.0
917415,1.0
546639,-1.0
498408,2.0
19737,1.0
89008,1.0
401448,2.0
117558,2.0
713838,0.0
52888,1.0
692934,1.0
211232,1.0
738012,2.0
430717,1.0
429013,2.0
622733,0.0
175296,0.0
208540,0.0
341637,0.0
980407,0.0
747972,1.0
10675,0.0
413483,0.0
492601,0.0
440868,1.0
179308,0.0
850302,1.0
994884,0.0
280069,0.0
225213,0.0
383465,0.0
495245,0.0
457142,1.0
918082,1.0
850665,1.0
119798,2.0
197624,1.0
419286,1.0
66539,0.0
937594,0.0
458056,0.0
391586,0.0
537905,1.0
940773,0.0
63636,-1.0
350290,0.0
399262,0.0
879570,-1.0
242644,1.0
360419,0.0
702569,0.0
195816,0.0
757711,0.0
927763,0.0
709644,1.0
713965,0.0
645834,1.0
917740,1.0
102859,0.0
302987,0.0
533731,0.0
989796,0.0
998974,0.0
238041,1.0
849413,0.0
277751,0.0
42975,0.0
243718,0.0
993297,0.0
162328,0.0
341635,0.0
650311,2.0
244956,0.0
203918,1.0
474921,0.0
111066,2.0
706768,0.0
701078,0.0
469942,0.0
396077,0.0
930734,1.0
769160,2.0
324,0.0
685392,1.0
195255,1.0
132265,1.0
232617,0.0
671491,1.0
24200,2.0
670870,0.0
187081,1.0
740680,0.0
183014,0.0
1002,1.0
437581,2.0
13562,1.0
525771,1.0
484704,0.0
435190,0.0
563240,1.0
980945,0.0
71688,0.0
43993,2.0
674237,1.0
609692,0.0
994995,2.0
17950,1.0
660705,1.0
488065,0.0
718541,1.0
789782,0.0
774504,0.0
942387,0.0
913856,0.0
68822,1.0
498872,0.0
282396,1.0
607114,1.0
293524,0.0
67727,2.0
926215,0.0
237135,1.0
13937,0.0
105223,0.0
989572,0.0
548324,0.0
565886,0.0
319852,2.0
958100,2.0
343719,2.0
731863,0.0
603466,0.0
119608,2.0
692785,0.0
764412,1.0
853757,0.0
822612,2.0
400706,0.0
506377,0.0
676465,0.0
528708,0.0
426419,1.0
540054,0.0
912100,1.0
274630,1.0
554174,2.0
905680,0.0
418450,0.0
418141,0.0
307012,0.0
890324,1.0
682705,2.0
379783,2.0
843593,1.0
22034,1.0
616085,2.0
672236,0.0
440264,0.0
162520,0.0
571452,0.0
178299,1.0
187726,2.0
162956,2.0
650239,0.0
285695,0.0
62508,0.0
601101,0.0
888833,2.0
452911,0.0
532091,0.0
647934,0.0
205997,1.0
376530,1.0
491158,2.0
670340,0.0
63710,0.0
373166,1.0
123762,0.0
949504,0.0
282697,0.0
796241,0.0
968995,0.0
114369,0.0
505454,-1.0
804838,-1.0
254338,1.0
357839,0.0
356216,1.0
27874,2.0
985071,2.0
718353,0.0
10863,0.0
519963,1.0
398011,2.0
858431,1.0
781976,0.0
647740,0.0
509315,0.0
180805,-1.0
153440,0.0
721700,0.0
665905,0.0
425155,0.0
592618,1.0
604000,1.0
706419,0.0
626332,1.0
675525,1.0
35335,1.0
879999,1.0
695422,1.0
282559,0.0
347486,0.0
237897,0.0
83693,0.0
434463,2.0
936349,2.0
467990,0.0
339981,0.0
998342,0.0
769234,1.0
812406,0.0
325242,1.0
274653,0.0
141806,0.0
239144,0.0
537273,1.0
147807,0.0
207974,0.0
357314,1.0
789590,0.0
752831,1.0
719483,0.0
717031,0.0
744804,1.0
912022,0.0
541124,0.0
999263,1.0
986822,1.0
397991,0.0
819649,1.0
917021,2.0
742017,0.0
68689,1.0
233448,0.0
391815,0.0
625916,1.0
602874,0.0
384242,0.0
248317,0.0
597775,2.0
505736,1.0
830762,1.0
268977,0.0
169209,0.0
674056,1.0
303834,1.0
893012,0.0
950264,0.0
155098,0.0
643801,0.0
37382,0.0
239109,2.0
811745,0.0
307324,0.0
651589,0.0
728961,1.0
995965,1.0
32617,2.0
345264,0.0
670510,1.0
187322,1.0
643839,-1.0
656403,0.0
407063,0.0
456801,0.0
279241,1.0
173656,0.0
140144,0.0
695410,1.0
342379,0.0
904821,2.0
102149,0.0
315058,2.0
443380,1.0
328359,2.0
822742,0.0
363827,0.0
369444,0.0
15004,0.0
425757,-1.0
795670,0.0
994106,1.0
521233,2.0
629606,1.0
428345,0.0
376182,1.0
557421,1.0
351678,2.0
566520,1.0
951080,1.0
431383,0.0
164681,0.0
711690,1.0
487536,0.0
12892,0.0
93856,2.0
616594,0.0
55340,1.0
977890,0.0
767055,0.0
449932,0.0
916728,1.0
116029,1.0
385866,0.0
560183,-1.0
264529,1.0
410097,2.0
759381,1.0
846166,1.0
975978,0.0
73908,0.0
564366,1.0
218212,1.0
774290,0.0
468930,0.0
692526,2.0
425303,0.0
907670,0.0
345212,1.0
686682,1.0
130895,2.0
78847,1.0
813529,0.0
512340,2.0
643621,0.0
492385,1.0
105981,0.0
106267,2.0
395551,0.0
133092,0.0
62304,0.0
773877,2.0
261474,1.0
2066,1.0
880642,1.0
168822,0.0
291414,0.0
518500,1.0
474278,1.0
250041,0.0
